PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31272874","Plastic surgery trainees, GDPR and the eLogbook: Are we doing it all wrong?","Arkoulis N.","J Plast Reconstr Aesthet Surg. 2019 Oct;72(10):1700-1738. doi: 10.1016/j.bjps.2019.06.031. Epub 2019 Jun 27.","Arkoulis N","J Plast Reconstr Aesthet Surg","2019","2019/07/06","","","10.1016/j.bjps.2019.06.031"
"31028442","Real benefits of ultrasound evaluation of hand and foot synovitis for better characterisation of the disease activity in rheumatoid arthritis","Ciurtin C, Jones A, Brown G, Sin FE, Raine C, Manson J, Giles I.","Eur Radiol. 2019 Nov;29(11):6345-6354. doi: 10.1007/s00330-019-06187-8. Epub 2019 Apr 26.","Ciurtin C","Eur Radiol","2019","2019/04/28","PMC6795612","","10.1007/s00330-019-06187-8"
"30638815","Early outcomes and radiographic alignment of the Infinity total ankle replacement with a minimum of two year follow-up data","King A, Bali N, Kassam AA, Hughes A, Talbot N, Sharpe I.","Foot Ankle Surg. 2019 Dec;25(6):826-833. doi: 10.1016/j.fas.2018.11.007. Epub 2018 Nov 22.","King A","Foot Ankle Surg","2019","2019/01/15","","","10.1016/j.fas.2018.11.007"
"32922781","'You wouldn't do that to an animal, would you?' Ethical issues in managing pain in patients with substance dependence","Morley G, Chumbley GM, Briggs EV.","Br J Pain. 2020 Aug;14(3):195-205. doi: 10.1177/2049463719888551. Epub 2019 Nov 12.","Morley G","Br J Pain","2020","2020/09/14","PMC7453482","","10.1177/2049463719888551"
"32755080","Effective drain care and management in community settings","Gibson SL, Lillie AK.","Nurs Stand. 2020 Aug 5;35(8):60-66. doi: 10.7748/ns.2020.e11389. Epub 2019 Nov 28.","Gibson SL","Nurs Stand","2020","2020/08/06","","","10.7748/ns.2020.e11389"
"31908391","Wrap choice during fundoplication","Bramhall SR, Mourad MM.","World J Gastroenterol. 2019 Dec 28;25(48):6876-6879. doi: 10.3748/wjg.v25.i48.6876.","Bramhall SR","World J Gastroenterol","2019","2020/01/08","PMC6938727","","10.3748/wjg.v25.i48.6876"
"31875831","Acute ICH in patients identified as being treated with either warfarin or direct-acting oral anticoagulant agents (DOACs) from a radiology perspective; a cross-sectional observational of 2359 emergency CT head studies","Salimin L, Barber F, Limbada M, Khalil O, Williams S.","Clin Radiol. 2020 Apr;75(4):271-277. doi: 10.1016/j.crad.2019.11.007. Epub 2019 Dec 24.","Salimin L","Clin Radiol","2020","2019/12/27","","","10.1016/j.crad.2019.11.007"
"31858834","A national survey of clinical practice of surveillance for post-traumatic brain injury hypopituitarism in the United Kingdom and Ireland","Emelifeonwu JA, Wiggins AN, Andrews PJD.","Br J Neurosurg. 2020 Feb;34(1):20-23. doi: 10.1080/02688697.2019.1699902. Epub 2019 Dec 20.","Emelifeonwu JA","Br J Neurosurg","2020","2019/12/21","","","10.1080/02688697.2019.1699902"
"31844222","A trilogy of tragedies - paediatric dental tooth whitening","Walshaw EG, Kandiah P, Rodd H.","Br Dent J. 2019 Dec;227(11):959-960. doi: 10.1038/s41415-019-0950-y.","Walshaw EG","Br Dent J","2019","2019/12/18","","","10.1038/s41415-019-0950-y"
"31814195","How did a lower drink-drive limit affect bar trade and drinking practices? A qualitative study of how alcohol retailers experienced a change in policy","Sumpter C, Mohan A, McKell J, Lewsey J, Emslie C, Fitzgerald N.","Drug Alcohol Rev. 2020 Feb;39(2):170-179. doi: 10.1111/dar.12999. Epub 2019 Dec 8.","Sumpter C","Drug Alcohol Rev","2020","2019/12/10","PMC7027906","","10.1111/dar.12999"
"31808451","Prevalence and clinical significance of relative adrenal insufficiency in decompensated cirrhosis","Levick C, Aspinall RJ.","J R Coll Physicians Edinb. 2019 Dec;49(4):274-276. doi: 10.4997/JRCPE.2019.404.","Levick C","J R Coll Physicians Edinb","2019","2019/12/07","","","10.4997/JRCPE.2019.404"
"31797788","Optimal patient selection for stereotactic body radiotherapy - Authors' reply","Brand DH, Tree AC, Hall E, van As N; PACE Trial Investigators.","Lancet Oncol. 2019 Dec;20(12):e662. doi: 10.1016/S1470-2045(19)30747-8.","Brand DH","Lancet Oncol","2019","2019/12/05","","","10.1016/S1470-2045(19)30747-8"
"31777241","Effective drain care and management in community settings","Gibson SL, Lillie AK.","Nurs Stand. 2019 Nov 28. doi: 10.7748/ns.2019.e11389. Online ahead of print.","Gibson SL","Nurs Stand","2019","2019/11/29","","","10.7748/ns.2019.e11389"
"31754742","Reporting Discrepancy Resolved by Findings and Time in 2947 Emergency Department Ankle X-rays","York TJ, Jenkins PJ, Ireland AJ.","Skeletal Radiol. 2020 Apr;49(4):601-611. doi: 10.1007/s00256-019-03317-7. Epub 2019 Nov 21.","York TJ","Skeletal Radiol","2020","2019/11/23","PMC7021739","","10.1007/s00256-019-03317-7"
"31705093","Guide to paediatric medical emergencies","Wallace CK, Hind V.","Br Dent J. 2019 Nov;227(9):783-789. doi: 10.1038/s41415-019-0856-8.","Wallace CK","Br Dent J","2019","2019/11/10","","","10.1038/s41415-019-0856-8"
"31674244","Antibiotic-loaded bone cement is associated with a lower risk of revision following primary cemented total knee arthroplasty: an analysis of 731,214 cases using National Joint Registry data","Jameson SS, Asaad A, Diament M, Kasim A, Bigirumurame T, Baker P, Mason J, Partington P, Reed M.","Bone Joint J. 2019 Nov;101-B(11):1331-1347. doi: 10.1302/0301-620X.101B11.BJJ-2019-0196.R1.","Jameson SS","Bone Joint J","2019","2019/11/02","","","10.1302/0301-620X.101B11.BJJ-2019-0196.R1"
"31672777","Use of troponins in clinical practice: Evidence against the use of troponins in clinical practice","Mariathas M, Curzen N.","Heart. 2020 Feb;106(4):251-252. doi: 10.1136/heartjnl-2019-315765. Epub 2019 Oct 31.","Mariathas M","Heart","2020","2019/11/02","","","10.1136/heartjnl-2019-315765"
"31631703","Implantable cardioverter defibrillator for alectinib induced ventricular fibrillation","Mandal AKJ, Stokes SA, Missouris CG.","Clin Toxicol (Phila). 2020 Jul;58(7):781-784. doi: 10.1080/15563650.2019.1678755. Epub 2019 Oct 20.","Mandal AKJ","Clin Toxicol (Phila)","2020","2019/10/22","","","10.1080/15563650.2019.1678755"
"31543138","Renal risk score performance in a cohort of Scottish patients with ANCA-associated glomerulonephritis","Smith JR, Methven S, Stevens KI, MacKinnon B, Kidder D.","Kidney Int. 2019 Oct;96(4):1037. doi: 10.1016/j.kint.2019.04.045.","Smith JR","Kidney Int","2019","2019/09/24","","","10.1016/j.kint.2019.04.045"
"31471897","Response to letter to the editor: The impact of the nodal status and resection margin on the effectiveness of adjuvant chemotherapy for pancreatic cancer: It calls for more careful evaluation","McNamara MG, Amir E.","J Surg Oncol. 2019 Nov;120(6):1055. doi: 10.1002/jso.25691. Epub 2019 Aug 30.","McNamara MG","J Surg Oncol","2019","2019/09/01","","","10.1002/jso.25691"
"31456340","Factors influencing employees' eating behaviours in the office-based workplace: A systematic review","Clohessy S, Walasek L, Meyer C.","Obes Rev. 2019 Dec;20(12):1771-1780. doi: 10.1111/obr.12920. Epub 2019 Aug 27.","Clohessy S","Obes Rev","2019","2019/08/29","","","10.1111/obr.12920"
"31451285","Allocation of deceased-donor livers - Is there a most appropriate method?","Neuberger J, Heimbach JK.","J Hepatol. 2019 Oct;71(4):654-656. doi: 10.1016/j.jhep.2019.07.013. Epub 2019 Aug 23.","Neuberger J","J Hepatol","2019","2019/08/28","","","10.1016/j.jhep.2019.07.013"
"31385005","Commentary on Drug-Eluting Technologies","Cleveland T, Lonn L, Vorwerk D.","Cardiovasc Intervent Radiol. 2019 Oct;42(10):1508-1509. doi: 10.1007/s00270-019-02297-4. Epub 2019 Aug 5.","Cleveland T","Cardiovasc Intervent Radiol","2019","2019/08/07","","","10.1007/s00270-019-02297-4"
"31203407","Professional soccer player with an in-game ankle injury","Iqbal A, McLoughlin E, Botchu R, James SL.","Skeletal Radiol. 2019 Oct;48(10):1621. doi: 10.1007/s00256-019-03253-6.","Iqbal A","Skeletal Radiol","2019","2019/06/17","","","10.1007/s00256-019-03253-6"
"31195856","Is portable foetal electrocardiogram monitor feasible for foetal heart rate monitoring of small for gestational age foetuses in the home environment","Kapaya H, Dimelow ER, Anumba D.","J Obstet Gynaecol. 2019 Nov;39(8):1081-1086. doi: 10.1080/01443615.2019.1587394. Epub 2019 Jun 14.","Kapaya H","J Obstet Gynaecol","2019","2019/06/15","","","10.1080/01443615.2019.1587394"
"31192534","A structured programme to withdraw antipsychotics among adults with intellectual disabilities: The Cornwall experience","Shankar R, Wilcock M, Deb S, Goodey R, Corson E, Pretorius C, Praed G, Pell A, Vujkovic D, Wilkinson E, Laugharne R, Axby S, Sheehan R, Alexander R.","J Appl Res Intellect Disabil. 2019 Nov;32(6):1389-1400. doi: 10.1111/jar.12635. Epub 2019 Jun 13.","Shankar R","J Appl Res Intellect Disabil","2019","2019/06/14","","","10.1111/jar.12635"
"30948483","Fifteen-minute consultation: The EATERS method for the diagnosis of food allergies","Erlewyn-Lajeunesse M, Weir T, Brown L, Howells H, Rowley J, Grainger-Allen E, Powell C.","Arch Dis Child Educ Pract Ed. 2019 Dec;104(6):286-291. doi: 10.1136/archdischild-2018-316397. Epub 2019 Apr 4.","Erlewyn-Lajeunesse M","Arch Dis Child Educ Pract Ed","2019","2019/04/06","","","10.1136/archdischild-2018-316397"
"30908698","Bronchiolitis obliterans as a long-term sequela of Stevens-Johnson syndrome and toxic epidermal necrolysis in children","Seccombe EL, Ardern-Jones M, Walker W, Austin S, Taibjee S, Williams S, Hossain P, Shenoy D, Fityan A.","Clin Exp Dermatol. 2019 Dec;44(8):897-902. doi: 10.1111/ced.13969. Epub 2019 Jul 17.","Seccombe EL","Clin Exp Dermatol","2019","2019/03/26","","","10.1111/ced.13969"
"30817022","Accidental re-exposure causing repeated severe acute generalized exanthematous pustulosis","O'Driscoll D, Foria V, Fityan A, Ardern-Jones M.","Clin Exp Dermatol. 2019 Dec;44(8):927-929. doi: 10.1111/ced.13920. Epub 2019 Feb 28.","O'Driscoll D","Clin Exp Dermatol","2019","2019/03/01","","","10.1111/ced.13920"
"30770603","Optimization and repeatability of multipool chemical exchange saturation transfer MRI of the prostate at 3.0 T","Evans VS, Torrealdea F, Rega M, Brizmohun Appayya M, Latifoltojar A, Sidhu H, Kim M, Kujawa A, Punwani S, Golay X, Atkinson D.","J Magn Reson Imaging. 2019 Oct;50(4):1238-1250. doi: 10.1002/jmri.26690. Epub 2019 Feb 15.","Evans VS","J Magn Reson Imaging","2019","2019/02/17","PMC6767527","","10.1002/jmri.26690"
"30636687","Non-freezing cold injury","Imray CH.","J R Army Med Corps. 2019 Dec;165(6):388-389. doi: 10.1136/jramc-2018-001145. Epub 2019 Jan 13.","Imray CH","J R Army Med Corps","2019","2019/01/15","","","10.1136/jramc-2018-001145"
"30298982","Brief teaching sessions change behaviour in A&E","Grant A, Stuttard M, Mitchell T.","Clin Teach. 2019 Oct;16(5):458-462. doi: 10.1111/tct.12943. Epub 2018 Oct 9.","Grant A","Clin Teach","2019","2018/10/10","","","10.1111/tct.12943"
"32082547","The role of patient portals in enhancing self-care in patients with renal conditions","Hazara AM, Durrans K, Bhandari S.","Clin Kidney J. 2019 Nov 18;13(1):1-7. doi: 10.1093/ckj/sfz154. eCollection 2020 Feb.","Hazara AM","Clin Kidney J","2019","2020/02/22","PMC7025346","","10.1093/ckj/sfz154"
"31875690","Behavioural activation treatment for depression in individuals with neurological conditions: a systematic review","Oates LL, Moghaddam N, Evangelou N, das Nair R.","Clin Rehabil. 2020 Mar;34(3):310-319. doi: 10.1177/0269215519896404. Epub 2019 Dec 26.","Oates LL","Clin Rehabil","2020","2019/12/27","","","10.1177/0269215519896404"
"31871248","Cardiac coup and contrecoup following a suicide attempt","Briosa E Gala A, Dimarco A, Battinson S, Abbas A, Rawlins J, Mahmoudi M.","Postgrad Med J. 2020 Dec;96(1142):788-789. doi: 10.1136/postgradmedj-2019-137308. Epub 2019 Dec 23.","Briosa E Gala A","Postgrad Med J","2020","2019/12/25","","","10.1136/postgradmedj-2019-137308"
"31830350","What are physiotherapists and occupational therapists doing in services that replace acute hospital admission? A systematic review","Harris C, Ignatowicz A, Lasserson DS.","Int J Clin Pract. 2020 Jun;74(6):e13462. doi: 10.1111/ijcp.13462. Epub 2019 Dec 29.","Harris C","Int J Clin Pract","2020","2019/12/13","","","10.1111/ijcp.13462"
"31776172","NICE guideline review: Attention deficit hyperactivity disorder: diagnosis and management (NG87)","Dalrymple RA, McKenna Maxwell L, Russell S, Duthie J.","Arch Dis Child Educ Pract Ed. 2020 Oct;105(5):289-293. doi: 10.1136/archdischild-2019-316928. Epub 2019 Nov 27.","Dalrymple RA","Arch Dis Child Educ Pract Ed","2020","2019/11/29","","","10.1136/archdischild-2019-316928"
"31756545","A commentary on ""Factors Considered By Patients In Provider Selection For Elective Specialty Surgery: A Questionnaire Based Survey"" (Int J Surg 2019;69:43-8)","Prokopenko M, Khatkar H, Gurung P.","Int J Surg. 2019 Dec;72:230-231. doi: 10.1016/j.ijsu.2019.11.018. Epub 2019 Nov 19.","Prokopenko M","Int J Surg","2019","2019/11/23","","","10.1016/j.ijsu.2019.11.018"
"31713681","Using micro-computed tomography to examine the larynx in cases of suspected strangulation-a comparison of case findings and control images","Baier W, Burnett BA, Payne M, Warnett JM, Williams MA.","Int J Legal Med. 2020 Jul;134(4):1441-1450. doi: 10.1007/s00414-019-02194-y. Epub 2019 Nov 12.","Baier W","Int J Legal Med","2020","2019/11/13","PMC7295822","","10.1007/s00414-019-02194-y"
"31711737","Seven or less Fractions is Not the Standard of Care for Intermediate-Risk Prostate Cancer","Tree AC, Dearnaley DP.","Clin Oncol (R Coll Radiol). 2020 Mar;32(3):175-180. doi: 10.1016/j.clon.2019.10.006. Epub 2019 Nov 8.","Tree AC","Clin Oncol (R Coll Radiol)","2020","2019/11/13","","","10.1016/j.clon.2019.10.006"
"31701048","Glomerular Complement Factor H-Related Protein 5 (FHR5) Is Highly Prevalent in C3 Glomerulopathy and Associated With Renal Impairment","Medjeral-Thomas NR, Moffitt H, Lomax-Browne HJ, Constantinou N, Cairns T, Cook HT, Pickering MC.","Kidney Int Rep. 2019 Jun 19;4(10):1387-1400. doi: 10.1016/j.ekir.2019.06.008. eCollection 2019 Oct.","Medjeral-Thomas NR","Kidney Int Rep","2019","2019/11/09","PMC6829196","","10.1016/j.ekir.2019.06.008"
"31685221","A musculoskeletal modelling approach to explain sit-to-stand difficulties in older people due to changes in muscle recruitment and movement strategies","Smith SHL, Reilly P, Bull AMJ.","J Biomech. 2020 Jan 2;98:109451. doi: 10.1016/j.jbiomech.2019.109451. Epub 2019 Oct 23.","Smith SHL","J Biomech","2020","2019/11/06","","","10.1016/j.jbiomech.2019.109451"
"31673390","Impact of pulmonary hypertension on outcome in patients with moderate or severe tricuspid regurgitation","Saeed S, Smith J, Grigoryan K, Urheim S, Chambers JB, Rajani R.","Open Heart. 2019 Oct 3;6(2):e001104. doi: 10.1136/openhrt-2019-001104. eCollection 2019.","Saeed S","Open Heart","2019","2019/11/02","PMC6803012","","10.1136/openhrt-2019-001104"
"31670458","British HIV Association guidelines on the management of opportunistic infection in people living with HIV: The clinical management of Candidiasis 2019","Dockrell DH, O’Shea D, Cartledge JD, Freedman AR.","HIV Med. 2019 Oct;20 Suppl 8:2-24. doi: 10.1111/hiv.12806.","Dockrell DH","HIV Med","2019","2019/11/01","","","10.1111/hiv.12806"
"31654253","Survey of patients regarding experience following repair of inguinal hernias","Adamu-Biu F, Akoh JA.","Hernia. 2020 Feb;24(1):187-195. doi: 10.1007/s10029-019-02061-0. Epub 2019 Oct 25.","Adamu-Biu F","Hernia","2020","2019/10/27","","","10.1007/s10029-019-02061-0"
"31642109","Elevated Whole-Blood Manganese Levels in Adult Patients Prescribed ""Manganese-Free"" Home Parenteral Nutrition","Kirk C, Gemmell L, Lamb CA, Thompson NP, Mountford CG, Toole BJ.","Nutr Clin Pract. 2020 Dec;35(6):1138-1142. doi: 10.1002/ncp.10431. Epub 2019 Oct 22.","Kirk C","Nutr Clin Pract","2020","2019/10/24","","","10.1002/ncp.10431"
"31610249","External Beam Radiation Therapy (EBRT) and High-Dose-Rate (HDR) Brachytherapy for Intermediate and High-Risk Prostate Cancer: The Impact of EBRT Volume","Tharmalingam H, Tsang Y, Choudhury A, Alonzi R, Wylie J, Ahmed I, Henry A, Heath C, Hoskin PJ.","Int J Radiat Oncol Biol Phys. 2020 Mar 1;106(3):525-533. doi: 10.1016/j.ijrobp.2019.09.044. Epub 2019 Oct 11.","Tharmalingam H","Int J Radiat Oncol Biol Phys","2020","2019/10/15","","","10.1016/j.ijrobp.2019.09.044"
"31610086","Cognitive enhancement interventions for people with bipolar disorder: A systematic review of methodological quality, treatment approaches, and outcomes","Tsapekos D, Seccomandi B, Mantingh T, Cella M, Wykes T, Young AH.","Bipolar Disord. 2020 May;22(3):216-230. doi: 10.1111/bdi.12848. Epub 2019 Oct 31.","Tsapekos D","Bipolar Disord","2020","2019/10/15","","","10.1111/bdi.12848"
"31542317","(68)Ga-DOTATATE PET/CT parameters predict response to peptide receptor radionuclide therapy in neuroendocrine tumours","Sharma R, Wang WM, Yusuf S, Evans J, Ramaswami R, Wernig F, Frilling A, Mauri F, Al-Nahhas A, Aboagye EO, Barwick TD.","Radiother Oncol. 2019 Dec;141:108-115. doi: 10.1016/j.radonc.2019.09.003. Epub 2019 Sep 18.","Sharma R","Radiother Oncol","2019","2019/09/23","","","10.1016/j.radonc.2019.09.003"
"31539196","Screening pulmonary angiogram and the effect on anticoagulation strategies in severe respiratory failure patients on venovenous extracorporeal membrane oxygenation","Hartley EL, Singh N, Barrett N, Wyncoll D, Retter A.","J Thromb Haemost. 2020 Jan;18(1):217-221. doi: 10.1111/jth.14640. Epub 2019 Oct 6.","Hartley EL","J Thromb Haemost","2020","2019/09/21","","","10.1111/jth.14640"
"31491534","Jumping to conclusions in persistent pain using a somatosensory modification of the beads task","Parkes C, Bezzina O, Chapman A, Luteran A, Freeston MH, Robinson LJ.","J Psychosom Res. 2019 Nov;126:109819. doi: 10.1016/j.jpsychores.2019.109819. Epub 2019 Aug 28.","Parkes C","J Psychosom Res","2019","2019/09/07","","","10.1016/j.jpsychores.2019.109819"
"31472014","Evaluating the ""C"" and ""B"" in brief cognitive behaviour therapy for distressing voices in routine clinical practice in an uncontrolled study","Paulik G, Hayward M, Jones AM, Badcock JC.","Clin Psychol Psychother. 2019 Nov;26(6):734-742. doi: 10.1002/cpp.2395. Epub 2019 Sep 10.","Paulik G","Clin Psychol Psychother","2019","2019/09/01","","","10.1002/cpp.2395"
"31447075","Koken nasoalveolar moulding splint to facilitate mandibular bony infill after marsupialisation of lower jaw lesion","Patel VA, Rickart AJ, Sharma V.","Br J Oral Maxillofac Surg. 2019 Nov;57(9):938-939. doi: 10.1016/j.bjoms.2019.05.013. Epub 2019 Aug 23.","Patel VA","Br J Oral Maxillofac Surg","2019","2019/08/27","","","10.1016/j.bjoms.2019.05.013"
"31435669","Quality of life can be good after slide tracheoplasty for long-segment tracheal stenosis","Wray J, Ryde M, Butler CR, Hewitt RJ.","Interact Cardiovasc Thorac Surg. 2019 Dec 1;29(6):876-882. doi: 10.1093/icvts/ivz194.","Wray J","Interact Cardiovasc Thorac Surg","2019","2019/08/23","","","10.1093/icvts/ivz194"
"31286640","A questionnaire-based study of attitudes to spirituality in mental health practitioners and the relevance of the concept of spiritually competent care","Rogers M, Wattis J, Stephenson J, Khan W, Curran S.","Int J Ment Health Nurs. 2019 Oct;28(5):1162-1172. doi: 10.1111/inm.12628. Epub 2019 Jul 8.","Rogers M","Int J Ment Health Nurs","2019","2019/07/10","","","10.1111/inm.12628"
"31267513","Suicide amongst anaesthetists - an Association of Anaesthetists survey","Yentis SM, Shinde S, Plunkett E, Mortimore A.","Anaesthesia. 2019 Nov;74(11):1365-1373. doi: 10.1111/anae.14727. Epub 2019 Jul 2.","Yentis SM","Anaesthesia","2019","2019/07/04","","","10.1111/anae.14727"
"31211848","Validation of the Anterior Cruciate Ligament (ACL) Module of the VirtaMed Virtual Reality Arthroscopy Trainer","Antonis J, Bahadori S, Gallagher K, Immins T, Wainwright TW, Middleton R.","Surg Technol Int. 2019 Nov 10;35:311-319.","Antonis J","Surg Technol Int","2019","2019/06/19","","",""
"31176447","New concepts in prostate cancer management: the conundrum of managing oligometastatic disease in prostate cancer-through the looking glass darkly","Khoo V.","Clin Radiol. 2019 Nov;74(11):865-875. doi: 10.1016/j.crad.2019.05.003. Epub 2019 Jun 5.","Khoo V","Clin Radiol","2019","2019/06/10","","","10.1016/j.crad.2019.05.003"
"31127018","Vein of Labbé thrombosis: don't miss the dot!","Wong HT, Rowland-Hill C, Gooriah R.","Pract Neurol. 2019 Dec;19(6):541-542. doi: 10.1136/practneurol-2019-002286. Epub 2019 May 24.","Wong HT","Pract Neurol","2019","2019/05/26","","","10.1136/practneurol-2019-002286"
"31102702","Successful rapid push subcutaneous desensitization in a patient with delayed local hypersensitivity reactions to immunoglobulins","Ghurye RR, Bright P, Lowe D, Buckland MS.","J Allergy Clin Immunol Pract. 2019 Nov-Dec;7(8):2906-2908. doi: 10.1016/j.jaip.2019.05.004. Epub 2019 May 16.","Ghurye RR","J Allergy Clin Immunol Pract","2019","2019/05/19","","","10.1016/j.jaip.2019.05.004"
"29473426","Factors associated with informant-reported cognitive decline in older adults: A systemised literature review","Morrell L, Camic PM, Genis M.","Dementia (London). 2019 Oct-Nov;18(7-8):2760-2784. doi: 10.1177/1471301218759836. Epub 2018 Feb 23.","Morrell L","Dementia (London)","2019","2018/02/24","","","10.1177/1471301218759836"
"32642663","Interrelationships between molecular subtype, anatomical location, and extent of resection in diffuse glioma: a systematic review and meta-analysis","De Leeuw BI, Van Baarsen KM, Snijders TJ, Robe PAJT.","Neurooncol Adv. 2019 Oct 1;1(1):vdz032. doi: 10.1093/noajnl/vdz032. eCollection 2019 May-Dec.","De Leeuw BI","Neurooncol Adv","2019","2020/07/10","PMC7212862","","10.1093/noajnl/vdz032"
"31942316","The Impact of Temporal Artery Biopsy at a UK Tertiary Plastic Surgery Unit","Chew BJW, Khajuria A, Ibanez J.","Plast Reconstr Surg Glob Open. 2019 Nov 27;7(11):e2541. doi: 10.1097/GOX.0000000000002541. eCollection 2019 Nov.","Chew BJW","Plast Reconstr Surg Glob Open","2019","2020/01/17","PMC6908368","","10.1097/GOX.0000000000002541"
"31920769","Breaking the Cybernetic Code: Understanding and Treating the Human Metacognitive Control System to Enhance Mental Health","Wells A.","Front Psychol. 2019 Dec 12;10:2621. doi: 10.3389/fpsyg.2019.02621. eCollection 2019.","Wells A","Front Psychol","2019","2020/01/11","PMC6920120","","10.3389/fpsyg.2019.02621"
"31901308","Pulsating lid: a rare presentation of sinus pericranii","Kang S, Hamed-Azzam S, Robertson F, Davagnanam I, Verity DH.","Can J Ophthalmol. 2020 Jun;55(3):e100-e104. doi: 10.1016/j.jcjo.2019.09.007. Epub 2019 Dec 31.","Kang S","Can J Ophthalmol","2020","2020/01/06","","","10.1016/j.jcjo.2019.09.007"
"31879315","Inhalers: to switch or not to switch? That is the question","Murphy AC.","Thorax. 2020 Mar;75(3):e1. doi: 10.1136/thoraxjnl-2019-214220. Epub 2019 Dec 26.","Murphy AC","Thorax","2020","2019/12/28","","","10.1136/thoraxjnl-2019-214220"
"31878958","Breast MRI and tumour biology predict axillary lymph node response to neoadjuvant chemotherapy for breast cancer","Al-Hattali S, Vinnicombe SJ, Gowdh NM, Evans A, Armstrong S, Adamson D, Purdie CA, Macaskill EJ.","Cancer Imaging. 2019 Dec 26;19(1):91. doi: 10.1186/s40644-019-0279-4.","Al-Hattali S","Cancer Imaging","2019","2019/12/28","PMC6933687","","10.1186/s40644-019-0279-4"
"31864902","Short versus extended progesterone supplementation for luteal phase support in fresh IVF cycles: a systematic review and meta-analysis","Watters M, Noble M, Child T, Nelson S.","Reprod Biomed Online. 2020 Jan;40(1):143-150. doi: 10.1016/j.rbmo.2019.10.009. Epub 2019 Oct 24.","Watters M","Reprod Biomed Online","2020","2019/12/23","","","10.1016/j.rbmo.2019.10.009"
"31854262","A Systematic Review and Meta-Analysis of Single-Incision Versus Multiport Laparoscopic Complete Mesocolic Excision Colectomy for Colon Cancer","Athanasiou C, Pitt J, Malik A, Crabtree M, Markides GA.","Surg Innov. 2020 Apr;27(2):235-243. doi: 10.1177/1553350619893232. Epub 2019 Dec 19.","Athanasiou C","Surg Innov","2020","2019/12/20","","","10.1177/1553350619893232"
"31840536","Exercise capacity and septal myectomy in hypertrophic cardiomyopthy: Predicting clinical response","Boos CJ.","Eur J Prev Cardiol. 2020 Jul;27(10):1064-1065. doi: 10.1177/2047487319894874. Epub 2019 Dec 15.","Boos CJ","Eur J Prev Cardiol","2020","2019/12/17","","","10.1177/2047487319894874"
"31834172","Epiphyseal Stress Fractures of the Fingers in an Adolescent Climber: A Potential ""Maslow's Hammer"" in Terms of Clinical Reasoning","Halsey T, Johnson MI, Jones G.","Curr Sports Med Rep. 2019 Dec;18(12):431-433. doi: 10.1249/JSR.0000000000000658.","Halsey T","Curr Sports Med Rep","2019","2019/12/14","","","10.1249/JSR.0000000000000658"
"31826801","The arterial blood gas algorithm: Proposal of a systematic approach to analysis of acid-base disorders","Rodríguez-Villar S, Do Vale BM, Fletcher HM.","Rev Esp Anestesiol Reanim (Engl Ed). 2020 Jan;67(1):20-34. doi: 10.1016/j.redar.2019.04.001. Epub 2019 Dec 9.","Rodríguez-Villar S","Rev Esp Anestesiol Reanim (Engl Ed)","2020","2019/12/13","","","10.1016/j.redar.2019.04.001"
"31814996","Safer surgery through simulation: increasing compliance with the 5 Steps to Safer Surgery through an in-situ simulation based training programme at Guy's and St Thomas' NHS Foundation Trust","Jaffry Z, Jaye P, Laws-Chapman C, Zhao J, Pontin L.","BMJ Simul Technol Enhanc Learn. 2019 Oct;5(4):196-197. doi: 10.1136/bmjstel-2018-000430. Epub 2019 Feb 12.","Jaffry Z","BMJ Simul Technol Enhanc Learn","2019","2019/12/10","PMC6892337","","10.1136/bmjstel-2018-000430"
"33447148","Pre-hospital intranasal analgesia for children suffering pain: a rapid evidence review","Whitley GA, Pilbery R.","Br Paramed J. 2019 Dec 1;4(3):24-34. doi: 10.29045/14784726.2019.12.4.3.24.","Whitley GA","Br Paramed J","2019","2021/01/15","PMC7783922","","10.29045/14784726.2019.12.4.3.24"
"31770827","Systematic use of the serum C-reactive protein concentration and computed tomography for the detection of intestinal anastomotic leaks","Ho YM, Laycock J, Kirubakaran A, Hussain L, Clark J.","ANZ J Surg. 2020 Jan;90(1-2):109-112. doi: 10.1111/ans.15568. Epub 2019 Nov 26.","Ho YM","ANZ J Surg","2020","2019/11/27","","","10.1111/ans.15568"
"31764528","A Systematic Review on Implementing Education and Training on Trauma-Informed Care to Nurses in Forensic Mental Health Settings","Maguire D, Taylor J.","J Forensic Nurs. 2019 Oct/Dec;15(4):242-249. doi: 10.1097/JFN.0000000000000262.","Maguire D","J Forensic Nurs","2019","2019/11/26","","","10.1097/JFN.0000000000000262"
"31762169","The experience of persistent pain in adult cancer survivors: A qualitative evidence synthesis","Armoogum J, Harcourt D, Foster C, Llewellyn A, McCabe CS.","Eur J Cancer Care (Engl). 2020 Jan;29(1):e13192. doi: 10.1111/ecc.13192. Epub 2019 Nov 24.","Armoogum J","Eur J Cancer Care (Engl)","2020","2019/11/26","","","10.1111/ecc.13192"
"31757782","How many serial sections are needed to detect apoptosis in endoscopic biopsies with gastrointestinal graft versus host disease?","Wong NA, Marks DI.","J Clin Pathol. 2020 Jun;73(6):358-360. doi: 10.1136/jclinpath-2019-206310. Epub 2019 Nov 22.","Wong NA","J Clin Pathol","2020","2019/11/24","","","10.1136/jclinpath-2019-206310"
